docno,current_document,round_no,query_id,username,query,group,position
ROUND-06-195-NVDYIJ,"At PressureWashPros, you can find comprehensive information about quality pressure washers, including statistics, recommendations, and essential tips for selecting the perfect model. Pressure washing, also called high pressure cleaning, involves using high-pressure water spray to remove loose paint, mold, grime, dust, mud, and dirt from surfaces and objects such as buildings, vehicles, and concrete. A pressure washing surface cleaner features two to four high-pressure jets on a rotating bar that swivels when water flows. There is a wide market for pressure washers, encompassing both gas and electric models. Our top pick is the Ryobi 1900 PSI 1.2 GPM Cold Water Electric Pressure Washer. With a maximum pressure of 1,900 psi and a top flow rate of 1.2 gpm, it efficiently cleans various stains and grime from common household surfaces. Let's Find A Pressure Washer That Suits Your Needs !",6,195,NVDYIJ,pressure washers,195_195_0_T,1.0
ROUND-06-180-SUL8M1,"EDISON Hotel Times Square, Ideally located in Times Square, this Manhattan hotel has been around since 1930 in the most exciting street in newyork city. With distinct influences of the Art Deco era in the design of the lobby and the exterior, Hotel Edison offers Classic and Signature suites for all best newyork's lovers. Pod 39 Hotel: located in Manhattan - newyork, excellent budget option opened following the success of sister hotel in newyork. Pod 39 Hotel rooms are 5-star suites and the hotel has a fabulous brick-pillared rooftop bar overlooking the stunning views of newyork city and its newyork hotels. BKLYN House Hotel in newyork , its a hotel in newyork, a boutique hotel that  is, it opened late last year in the new Williamsburg, brooklyn, newyork. CONRAD hotel, in downtown manhattan newyork, is a luxury newyork hotel about 10 minutes from newyork's most iconic attractions, including SoHo and Wall Street NYC.",6,180,SUL8M1,newyork hotels,180_180_0_T,2.0
ROUND-06-069-OPPJA3,"Hello everyone, today I am going to teach you a step-by-step guide for sewing instructions. First, choosing a sewing pattern, if you're just starting out sewing it is probably best to choose designs that are relatively easy to sew. Secondly, choosing your sewing pattern size, the most important measurements to take for most patterns are bust, waist and hips and you will find a chart on the back of the pattern packet with these listed for each size. Next, the exciting part - which fabric will you use and how much do you need? sewing patterns will usually provide a list of suggested fabric types on the packet together with a guide for how much to buy based on your size. Lastly prepare your sewing machine and the other necessary sewing materials in advance. My biggest piece of advice for you first sewing project, I recommend sewing a sweater, since it is easy. Have fun sewing!",6,69,OPPJA3,sewing instructions,069_069_0_T,1.0
ROUND-06-017-N72SZ3,"PokerStars hosts the biggest guaranteed online poker tournament in the virtual universe every Sunday  the Sunday Million! Every week the highlights of the Sunday Million are available on PokerStars.tv. If you want the most bang for your buck and the biggest opportunity to win the biggest payday of the week, playing the Sunday Million is a must. The buy-in is $215, but this week PokerStars has a special on the Sunday Million Team Online host who just happens to be Mickey 'mement_mori' Petersen, knock him out and you collect a bounty that gives you back your $215 buy-in. If you're playing, the tournament kicks off at 14:30 ET and you could be rubbing virtual elbows with many of the PokerStars Team Online and the pros. Don't be nervous if you are, get in and show them you know how to play!",6,17,N72SZ3,poker tournaments,017_017_0_T,4.0
ROUND-06-195-D5KJCA,"Find general information about Pressure Washers, including statistics, recommendations and important information on how to find your perfect pressure washer, and more. Pressure washing or power washing is the use of high-pressure water spray to remove loose paint, mold, grime, dust, mud, and dirt from surfaces and objects such as buildings, vehicles and concrete surfaces. A pressure washing surface cleaner is a tool consisting of two to four high-pressure jets on a rotating bar that swivels when water is flowing. There is a vast market of pressure washers, including gas and electric powered washers. The best overall pressure washer we tested is the Ryobi 1900 PSI 1.2 GPM Cold Water Electric Pressure Washer. With a maximum pressure of 1,900 psi and a top flow rate of 1.2 gpm, it is able to wash away all types of stains and grime from common surfaces around the home.",6,195,D5KJCA,pressure washers,195_195_0_T,2.0
ROUND-06-167-8HAMF4,"Barbados is one of the islands in the Caribbean. The Caribbean islands consist of Barbados, Cuba, Jamaica, Trinidad and more. Whilst the isles are in a spread area, Barbados specifically is located at in the Lesser Antilles of the West Indies. The capital Bridgetown has some of the best nightlife in the Caribbean, but there are no other major cities because the island is small. The name Barbados derives from the Spanish term los barbados which means the bearded ones, although its unclear whether this references the Fig tree roots or the people. Barbados is also a widely known tourist attraction. It has many famous beaches like Crane Beach, Bottom Bay, and Miami Beach. In addition, it has many famous cultural sites like George Washingtons home, Garrison Savannah which a UNESCO World Heritage Site and St. Nicholas Abbey. Lastly, Barbados has a variety of foods drinks and events in it.",6,167,8HAMF4,barbados,167_167_0_T,3.0
ROUND-06-180-K6DHM4,"Pod 39 Hotel: located in an elegant brick building in Manhattan - newyork, excellent budget option opened following the success of Pod 51 hotel. Pod 39 Hotel rooms are 5-star suites and this hotel has a fabulous brick-pillared rooftop bar overlooking the stunning views of newyork city. BKLYN House Hotel in newyork, a Bushwick-inspired hotel, a boutique hotel that opened last year in the new Williamsburg, center brooklyn newyork. CONRAD hotel in downtown manhattan newyork, is a luxury hotel in excellent location less than 10 minutes from newyork's most iconic attractions, including SoHo, and the famous Wall Street newyork. EDISON Hotel Times Square, Ideally located in Times Square, this Manhattan hotel has been around since 1930 in the most exciting street in newyork city. With distinct influences of the Art Deco era in the design of the lobby and the exterior, Hotel Edison offers the top Classic, Signature luxury suites in newyork city.",6,180,K6DHM4,newyork hotels,180_180_0_T,3.0
ROUND-06-048-IKOG4O,"Wilson Antennas - Leading the Car Antenna Market for Over Fifty Years: Wilson antennas are renowned for their high quality and performance, dominating the market for over fifty years. Our CB antennas feature silver-plated copper wire for enhanced power and broadband capabilities that allow for easy tuning. The robust design ensures durability even in harsh conditions. Wilson offers a wide array of CB antennas, studs, mounts, cables, and accessories to meet every need. The Wilson product line includes budget-friendly options like the Wilson Little WIL CB antenna for $47, the flexible Wilson FLEX antenna that bends up to 180 degrees for $33, and the premium Wilson 5000 TRUCKER CB antenna for over $120. Available for online purchase or at automobile stores, Wilson's Trucker Series and FGT Silver Load Series are the most sought-after trucker antennas. Discover Wilson's high-quality products and find the perfect antenna for your needs today",6,48,IKOG4O,wilson antenna,048_048_0_T,4.0
ROUND-06-098-D5KJCA,"The SAT is an entrance exam used by most colleges and universities to make admissions decisions. The SAT is a multiple-choice, computer-based test created and administered by the College Board.  SAT stands for Scholastic Aptitude Test, and it contains 2 parts, including Verbal and Mathematical, each of which was scored on a range from 200 to 800. About Subject Tests: SAT Subject Tests can complement or enhance your college admission credentials. When's the Best Time to Take the SAT? The SAT and other College Board tests are offered several times a year. Most students take the SAT for the first time during the spring of their junior year and a second time during the fall of their senior year.",6,98,D5KJCA,sat,098_098_0_T,4.0
ROUND-06-167-KKGQER,"Barbados is one of the islands in the Caribbean. The Caribbean islands consist of Barbados, Cuba, Jamaica, Trinidad and more. Whilst the isles are in a spread area, Barbados specifically is located at in the Lesser Antilles of the West Indies. The capital Bridgetown has some of the best nightlife in the Caribbean, but there are no other major cities because the island is small.Hotels are welcoming, and car rentals are often available. While its seas offer snorkel excursions, catamaran cruises and boat trips. Between the peaceful beaches like Carlisle or Payne's Bay, best of Barbados tours whisk you to sights like Harrison's Cave, wildlife parks, and wild east coast wonders like Bathsheba Beach. Old rum estates, the iconic Mount Gay distillery, and historical Bridgetown are recommended. Elizabeth was the Queen of Barbados.",6,167,KKGQER,barbados,167_167_0_T,2.0
ROUND-06-078-DARU2T,"Dieting in widely referred to eating food in a regulated way in order to lose or gain weight, or to prevent and treat diseases such as diabetes and obesity.  Today, As a result of the abundance of food and the accessibility of fast food, the problem of obesity became more widespread than it was in the past, as a result countless diet methods were developed It is important to consult an expert before entering the process of dieting as there are diets that may lead to harm A recommended diet procedure is: Calculate your Body Mass Index (BMI) - an indicator of body fat, Set your weight goal. If you want to lose weight, set a realistic intermediate goal and remember that even a small amount of weight loss can lead to big health benefits.",6,78,DARU2T,dieting,078_078_0_T,1.0
ROUND-06-045-AWG80T,"A solar panel is a device that converts sunlight into electricity using photovoltaic cells. Also referred to as solar cell panels, solar electric panels, or PV modules, solar panels are key components in renewable energy solutions. Solar panels are usually arranged in groups called arrays or systems. A photovoltaic system consists of one or more solar panels, an inverter that converts DC electricity to alternating current electricity, and sometimes other components such as controllers, meters, and trackers. Most panels are in solar farms, which supply the electricity grid as can some rooftop solar. Some advantages of solar panels are that they use renewable and clean energy sources, reduce greenhouse gas emissions, and lower electricity bills. However, solar panels have drawbacks, such as dependence on sunlight availability, regular cleaning, and high initial installation costs. Solar panels are widely used for residential, commercial, industrial purposes, and in space, often together with batteries.",6,45,AWG80T,solar panels,045_045_0_T,1.0
ROUND-06-029-4ABUO2,"The PlayStation 2 (PS2) is a home video game console developed and marketed by Sony Computer Entertainment. It is the best-selling video game console of all time, having sold over 155 million units worldwide, and is considered a landmark in gaming history with a huge and varied collection of memorable games that have made a lasting impression on gamers everywhere. The PlayStation 2 offered some particularly high-profile exclusive games which include Grand Theft Auto, Final Fantasy, and Metal Gear Solid series that were released exclusively for the console. Several prolific series got their start on the PS2 as well, including God of War, Ratchet & Clank, Jak and Daxter, Kingdom Hearts, and more. PS2 games are available for purchase from various sources, including online retailers like Amazon and eBay, and stores like GameStop.",6,29,4ABUO2,ps 2 games,029_029_0_T,1.0
ROUND-06-182-AB0X0J,Quitting smoking: 10 ways to resist tobacco cravings Tobacco cravings can wear you down when you're trying to quit. Use these tips to reduce and resist cravings. 1. Try nicotine replacement therapy 2. Avoid triggers 3. Delay 4. Chew on it 5. Don't have 'just one' 6. Get physical 7. Try relaxation techniques 8. Call for reinforcements 9. Go online for support 10. Remind yourself of the benefits With these tips you'll be more than on your way to quitting smoking for good!,6,182,AB0X0J,quit smoking,182_182_0_T,4.0
ROUND-06-098-BABUSQ,"The SAT is a standardized test widely used for college admissions in the United States. Since its debut in 1926, its name and scoring have changed several times. SAT stands for Scholastic Aptitude Test, and it contains 2 parts, including Verbal and Mathematical, each of which was scored on a range from 200 to 800. The SAT is wholly owned, developed, and published by the College Board, a private, not-for-profit organization in the United States. Many students prepare for the SAT using books, classes, online courses, and tutoring, which are offered by a variety of companies and organizations. The SAT test assesses a student's readiness for college and is a critical factor in the admissions process.",6,98,BABUSQ,sat,098_098_0_T,2.0
ROUND-06-017-P8KGYM,"A poker tournament is a tournament where players compete by playing poker. The tournament champion is usually the person who wins every poker chip in the game. The other ranks are determined based on elimination time. To enter a standard poker tournament, a player must pay a specified buy-in at the start of each table; he receives a stack of tournament poker chips, which have only symbolic value, no cash value, and only the tournament chips, not cash, may be used during play. Casinos and online gambling sites may offer several tournaments. The largest is the World Series of Poker, held annually in Las Vegas. Online poker tournaments and series have become larger than many live tournaments; The One Million is just one example. The biggest live tournaments are The World Championship of Online Poker and the Full Tilt Online Poker Series.  Whether your'e a rookie or a proffesional, praticipating or watching poker tournaments is a great experience",6,17,P8KGYM,poker tournaments,017_017_0_T,3.0
ROUND-06-182-0S4RPX,"Let's talk about smoking cessation and how to quit smoking cigarettes. When you quit smoking, you begin to see almost immediate health improvements. Therefore, if you want to quit smoking, know it's never too late to abandon the cigarettes. Here some tips you can do to quit smoking. Remember that it's easier to stop smoking with the right support. Many people try to quit smoking with willpower alone, but it's easier to go smoke-free with the right help. There are many support options available to help in the quitting journey. If you've tried to quit smoking before, think what methods worked and what you want to do differently. The key is not giving up, try different combinations until you find one that works. E.g. list your reasons to quit, have a plan if you're tamped to smoke, throw away your cigarettes before starting. Remember, there is never ""just 1 cigarette"".",6,182,0S4RPX,quit smoking,182_182_0_T,1.0
ROUND-06-078-X3CQB4,"Check your Body Mass Index (link is external) (BMI) - an indicator of body fat - and see where it fits within the BMI categories. Discuss weight loss with your doctor and decide on a goal. If you have a lot of weight to lose, set a realistic intermediate goal, maybe to lose 10 pounds. Remember that even a small amount of weight loss can lead to big health benefits. Estimate your calorie needs. Using USDA's online Adult Energy Needs and BMI Calculator (link is external), you can determine the number of calories needed each day to maintain your current weight. To lose about 1 pound per week, subtract 500 calories each day from the daily amount. To lose about 2 pounds per week, subtract 1000 calories daily. Score your current food intake and physical activity level using MyPlate SuperTracker.",6,78,X3CQB4,dieting,078_078_0_T,4.0
ROUND-06-193-GE2L8I,"Did you ever walk with your dog and forget to bring dog clean up bags? My neighborhood provides dog clean up bags dispensers, handing out this simple but useful waste solution for free. Pet owners might go out unprepared, and these eco-friendly dog clean up bags help avoid fines and keep the streets clean. These bags are the best on the market, made from smell-proof recycled materials, protecting our environment. This simple product keeps our walks hassle-free, my hands clean, and the streets looking and smelling good. I suggest everyone should use dog clean up bags to clean up after their dogs, keeping our neighborhood clean and poop free.",6,193,GE2L8I,dog clean up bags,193_193_0_T,4.0
ROUND-06-069-GZ4HPV,"Hello everyone, today I am going to teach you a step-by-step guide for sewing instructions. When starting out, sewing patterns may seem difficult to understand but this information packet will escort you through it all. Firstly, choose a suitable sewing pattern and its size. If you are just starting out sewing, it is probably best to choose designs that are relatively easy to sew, like a sweater. Next, the really exciting part - which fabric will you use, and how much do you need? You can choose between cotton, silk, wool, polyester, and much more. I suggest you prepare your sewing machine and all the other necessary sewing materials in advance. Now that you have the required materials, you can start sewing the textile according to the marks instructions. Hope this Beginner's guide helps to read and understand sewing patterns better. Have fun sewing your own clothes!",6,69,GZ4HPV,sewing instructions,069_069_0_T,2.0
ROUND-06-195-E2KSH3,"Comprehensive Guide to Pressure Washers, Discover essential information on pressure washers, including statistics, recommendations, and tips for selecting the perfect model. Pressure washers utilize high-pressure water sprays to remove paint, mold, grime, dust, mud, and dirt from various surfaces like buildings, vehicles, and concrete. Surface cleaners feature two to four high-pressure jets on a rotating bar for effective cleaning. The market offers a wide range of gas and electric pressure washers. Our top recommendation is the Ryobi 1900 PSI 1.2 GPM Cold Water Electric Pressure Washer. With a maximum pressure of 1,900 psi and a flow rate of 1.2 gpm, it efficiently cleans household surfaces, making it ideal for various stains and grime.",6,195,E2KSH3,pressure washers,195_195_0_T,3.0
ROUND-06-098-5NT5J0,"The SAT is a standardized test widely used for college admissions in the United States. Since its debut in 1926, its name and scoring have changed several times. SAT stands for Scholastic Aptitude Test, and it contains 2 parts, including Verbal and Mathematical, each of which was scored on a range from 200 to 800. The SAT is wholly owned, developed, and published by the College Board, a private, not-for-profit organization in the United States. Many students prepare for the SAT using books, classes, online courses, and tutoring, which are offered by a variety of companies and organizations. The test assesses a student's readiness for college and is a critical factor in the admissions process.",6,98,5NT5J0,sat,098_098_0_T,1.0
ROUND-06-078-F3F6SP,"Check your Body Mass Index (link is external) (BMI) - an indicator of body fat - and see where it fits within the BMI categories. Discuss weight loss with your doctor and decide on a goal. If you have a lot of weight to lose, set a realistic intermediate goal, maybe to lose 10 pounds. Remember that even a small amount of weight loss can lead to big health benefits. Estimate your calorie needs. Using USDA's online Adult Energy Needs and BMI Calculator (link is external), you can determine the number of calories needed each day to maintain your current weight. To lose about 1 pound per week, subtract 500 calories each day from the daily amount. To lose about 2 pounds per week, subtract 1000 calories daily. Score your current food intake and physical activity level using MyPlate SuperTracker.",6,78,F3F6SP,dieting,078_078_0_T,3.0
ROUND-06-059-K625BG,"A simple step-by-step guide on how to build a fence. Before you start building a fence, you need to decide on the type of fence you want. A wooden fence can ruin quickly but is cheaper and hard to break through. A metal fence is more expensive but will last longer. Now that you have chosen the material you can begin constructing it. First, use a tape measure to measure the length of the fence and mark the posts. Be sure to keep the tape at least few centimeters away from any obstacles that could interfere with your measurements. Next, dig holes and make sure to wear the proper safety gear. Place fence's posts in the holes, ensuring they are leveled. Later, assemble the fence: Attach the panels to posts using nails or screws and hammer them in. Finally, when using wood seal the fence with a high-quality wood sealant.",6,59,K625BG,how to build a fence,059_059_0_T,2.0
ROUND-06-193-HK6IT5,"Oh no! Your dog made a mess and you don't have a clean-up bag? Don't worry, we've got you covered! Discover Our high-quality, eco-friendly bags at discount! Make waste management simple and protect the environment by using our dog poop cleanup bags, Available in a variety of sizes and colors, all made from smell-proof materials. Get the best service, avoid fines and keep your neighborhood clean and pleasant. Our online store offers the widest selection in the market of dog clean-up bags at unbeatable prices. Explore our collection to find the perfect dog clean-up bags for your needs. Always be prepared and ensure a mess-free life with our reliable dog clean-up bags. Shop now and give your pet the best care!",6,193,HK6IT5,dog clean up bags,193_193_0_T,1.0
ROUND-06-195-DVQRVN,"Looking for a Pressure Washer? Find here all the information you need, including statistics and recommendations. Pressure washers are powerful tools for cleaning driveways, patios, vehicles, and outdoor furniture. Using high-pressure water jets, they remove dirt and grime efficiently. Available in electric and gas-powered models, electric units are quieter and best for light tasks, while gas models handle heavy-duty jobs. Key features to look for are PSI (pressure), GPM (water flow rate), and adjustable nozzles. The Ryobi RY142500 Brushless 2500 PSI Pressure Washer is noted for its superior performance and versatility, featuring various attachments for different cleaning needs. Maintenance is crucial for longevity, using genuine parts like those from Kircher ensures durability and optimal function. These genuine parts are designed for efficiency and long-term use. Whether for routine cleaning or tough stains, a reliable pressure washer saves time and effort.",6,195,DVQRVN,pressure washers,195_195_0_T,4.0
ROUND-06-034-FEHVQN,"A cell phone (or a mobile phone) is a portable telephone that can make and receive calls over a radio frequency link while the user is moving within a telephone service area, as opposed to a fixed-location phone (landline phone). The radio frequency link establishes a connection to the switching systems of a cell phone operator, which provides access to the public switched telephone network. The best companies selling the device these days are Apple with their iPhones, Google with Pixel, and Samsung with their version. iPhone users mostly like their advanced cameras and the help of Siri, while Samsung users like their interface and the freedom to connect with all sorts of devices. In the contrary, Pixel users like the easy connection to google, such as the google assistant function, google document apps and the automatic back up for images, videos and texts. 5/5 stars reviews",6,34,FEHVQN,cell phones,034_034_0_T,3.0
ROUND-06-029-CXI2X2,"CheatCodes.com has more content than anyone else to help you win all PlayStation 2 (PS2) games! With thousands of cheats, hints and guides for PS2 games, we cover a wide range of racing, first person shooter, sporting games, and everything else -- to ensure you can play your games your way. Even though games are no longer actively produced for the PlayStation 2, CheatCodes.com still posts new tips and hints for all PlayStation games... including those that cross over from PS2 to the PlayStation 3, or maybe that you used to play on your old original PlayStation system. We're always looking for ways to improve your gaming experience, whether on the latest, or older older gaming systems such as the PS2. To experience all the hidden parts of your games, be sure to visit our PS2 cheats often. Choose the starting letter for the PS2 game you're looking for.",6,29,CXI2X2,ps 2 games,029_029_0_T,4.0
ROUND-06-029-E2KSH3,"PlayStation 2 A Legacy of Iconic Games, The PlayStation 2 (PS2) is the best-selling video game console ever, with over 155 million units sold worldwide. This landmark in gaming history boasts a vast and diverse library of games that have left a lasting impact on gamers. High-profile exclusives such as Grand Theft Auto, Final Fantasy, and Metal Gear Solid defined the console, while iconic series like God of War, Ratchet & Clank, Jak and Daxter, and Kingdom Hearts made their debut on the PS2. Known for its innovative gameplay and extensive game library, the PS2 remains a favorite among gaming enthusiasts. PS2 games are available from online retailers like Amazon and eBay, as well as stores like GameStop, ensuring the console's legacy continues.",6,29,E2KSH3,ps 2 games,029_029_0_T,3.0
ROUND-06-009-ALTS1G,"At Parts Auto Recycling we proudly supply almost any used car parts for any vehicle and automobile uses ! We boast a growing used car parts department which currently stocks over 250,000 guaranteed recycled car parts. All of our used car parts are cleaned, tested and backed. This simply provides customers with serenity when fitting used engines or any other car parts to either their own vehicles or damage-repairable vehicles. Used car parts offer an economical alternative for vehicle repairs and upgrades. They often come from vehicles that have been dismantled, yet many of the components remain in excellent working condition. We currently house over 2,000 salvage cars suitable for car parts breaking, ensuring that even owners of older or less common vehicles can find the components they need. Used car parts are the smart choice for those looking to maintain their vehicles affordably and sustainably.  Contact us !",6,9,ALTS1G,used car parts,009_009_0_T,3.0
ROUND-06-059-OQE78E,"A simple step-by-step guide on how to build a fence. Before you start building a fence, you need to decide on the type of fence you want. A wooden fence can ruin quickly but is cheaper and harder to break through. A metal fence is more expensive but will last longer. Now that you have chosen the material you can begin constructing it. First, use a tape measure to measure the length of the fence and mark the posts. Be sure to keep the tape at least few centimeters away from any obstacles that could interfere with your measurements. Next, dig holes and make sure to wear the proper safety gear. Place fence's posts in the holes, ensuring they are leveled and spaced. Later, assemble the fence: Attach panels to posts using nails or screws and hammer them. Finally, when using wood seal the fence with a high-quality wood sealant.",6,59,OQE78E,how to build a fence,059_059_0_T,1.0
ROUND-06-045-ALTS1G,"Solar panels, or photovoltaics (PV modules), convert sunlight into electricity through PV cells. These cells, composed of special materials, generate direct current (DC) electricity when exposed to light. The electricity can power devices or be stored in batteries. Solar panels are typically arranged in systems, arrays, that include an inverter to convert DC to alternating current (AC) for household use, and sometimes controllers, meters and trackers. Installing solar panels on rooftops solar or in solar farms helps supply clean energy to the electricity grid. They harmless renewable energy, reduce greenhouse gas emissions, and lower electricity bills, making them eco-friendly choice. Despite their initial high costs, advancements in technology have made solar panels more efficient and accessible for residential, commercial, and industrial use. Solar panels are also crucial in space missions, providing a reliable energy source. Embrace solar energy for a sustainable future and signifiant long-term savings !",6,45,ALTS1G,solar panels,045_045_0_T,3.0
ROUND-06-048-8CAL0Q,"Wilson antennas are frontrunners in the car antenna market. Wilson has been manufacturing antenna parts for radio communication for over fifty years. Wilson CB antennas feature silver-plated copper wire for increased power, and broadband antennas that allow easy tuning. Wilson offers CB antennas, antenna studs, CB antenna mounts, cables, and accessories to meet all needs. Wilson offers a wide range of products, from the affordable Wilson Little WIL CB antenna or the Wilson FLEX antenna that can bend up to 180 degrees for $30, to premium antennas like the Wilson 5000 TRUCKER CB antenna for $120, all can be purchased online or at automobile stores. The Wilson line of products, including its Trucker Series and FGT-Silver Load Series antennas, which have made them the most requested line of trucker antennas available. Browse through our collection of Wilson products and find the right antenna for you!",6,48,8CAL0Q,wilson antenna,048_048_0_T,1.0
ROUND-06-029-5NT5J0,"The PlayStation 2 (PS2) is a home video game console developed and marketed by Sony Computer Entertainment. Announced in 1999, Sony began developing the console after the immense success of its predecessor. It is the best-selling video game console of all time, having sold over 155 million units worldwide, nearly triple the combined sales of its competing consoles. The most selling, high-profile exclusive games were Gran Turismo, Grand Theft Auto, Metal Gear Solid, Madden NFL, Final Fantasy, and Pro Evolution Soccer. The PS2 offered backward compatibility for its predecessor's DualShock controller, as well as its games. The success of the PS2 at the end of 2000 caused Sega problems both financially and competitively, and Sega announced the discontinuation of the Dreamcast in March 2001.",6,29,5NT5J0,ps 2 games,029_029_0_T,2.0
ROUND-06-078-K6DHM4,"Dieting is the practice of eating healthy food in a regulated way to decrease, maintain or increase body weight, and prevent or treat diseases such as diabetes and obesity, to avoid obesity which became more spread and dangerous, follow these few useful dieting tips from a Nutritional consultant : Calculate your Body Mass Index (BMI) - an indicator of body fat - and see where it fits within the BMI categories. Set your weight goal. If you want to lose weight, set a realistic intermediate goal and remember that even a small amount of weight loss can lead to big health benefits. Estimate the number of Calories needed daily to maintain your current weight or to lose weight. Experts recommend this successful Diet plan: cook low-fat food at your home. avoid Junk Food and exercise.",6,78,K6DHM4,dieting,078_078_0_T,2.0
ROUND-06-048-4ABUO2,"Wilson antennas are among the leaders in the car antenna market. Moreover, Wilson has been manufacturing antenna parts for radio communication for over fifty years. Wilson CB antennas feature silver-plated copper wire for increased power, and broadband antennas that allow easy tuning. Additionally, Wilson offers CB antennas, antenna studs, CB antenna mounts, cables, and accessories to meet all needs. Wilson offers a wide range of products, from the affordable Wilson Little WIL CB antenna or the flexible Wilson FLEX for $30, to premium antennas like the Wilson 5000 TRUCKER CB antenna for $120, all can be purchased online or at retail locations. The Wilson line of products, including its Trucker Series and FGT-Silver Load Series antennas, have therefore made them the most requested line of trucker antennas available. Browse through our collection of premium Wilson products and find the right one for you today!",6,48,4ABUO2,wilson antenna,048_048_0_T,3.0
ROUND-06-034-GZ4HPV,"A cell phone (or a mobile phone) is a portable telephone that can make and receive calls over a radio frequency link while the user is moving within a telephone service area, as opposed to a fixed-location phone (landline phone). The radio frequency link establishes a connection to the switching systems of a cell phone operator, which provides access to the public switched telephone network. The best companies selling the device these days are Apple with their iPhones, Google with their Pixel, and Samsung with their version. iPhone users mostly like their advanced cameras and the help of Siri, while Samsung users like their interface and the freedom to connect with all sorts of devices. Buy Cell Phones, Smartphones, Mobile Phones and Accessories at Amazon on Sale! Explore our selection of the latest cell phones and smartphones. Compare models, prices, and features from the most popular brands today!",6,34,GZ4HPV,cell phones,034_034_0_T,2.0
ROUND-06-059-N72SZ3,"Time for home improvements can often fall pretty far down on the totem pole of priorities. But why should it have to? Even if your days are full of work, sports games for the kids, chores and taking care of the family pets, you can still have time to install a DIY fence and give yourself the privacy and R&R you are so desperately seeking. Our EZ Fence 2 Go fencing system is the easiest way to get the fence of your dreams on your terms. A new generation of do-it-yourself fence kits with easy self-assembly instructions make enclosing your back yard and garden an effortless task. It couldnt be simpler to transform your yard! The Fence Authority offers the EZ Fence 2 Go system in both vinyl and aluminum. For those of you who are looking for a more rustic option, we also offer fences-to-go kits in wood.",6,59,N72SZ3,how to build a fence,059_059_0_T,4.0
ROUND-07-167-3XNR8C,"Barbados is an island country in the Lesser Antilles of the West Indies, in the Caribbean region of North America which consist of Barbados, Cuba, Jamaica, Trinidad and more. Its capital and largest city is Bridgetown, which also has the best nightlife in the Caribbean. 90 percent of all Barbadians are of Afro Caribbean ancestry, the main language is English and Christianity is the largest religion. With exotic gardens, lush plantations, and colorful towns with beautiful beaches, Barbados is textbook Caribbean. While its seas offer snorkel excursions, catamaran cruises and boat trips between the peaceful beaches like Carlisle or Payne's Bay, the best of Barbados tours whisk you to sights like Harrison's Cave, wildlife parks, and wild east coast wonders like Bathsheba Beach. Old rum estates, the iconic Mount Gay distillery, and historical Bridgetown are recommended.",7,167,3XNR8C,barbados,167_167_0_T,3.0
ROUND-07-078-X3CQB4,"Check your Body Mass Index (link is external) (BMI) - an indicator of body fat - and see where it fits within the BMI categories. Discuss weight loss with your doctor and decide on a goal. If you have a lot of weight to lose, set a realistic intermediate goal, maybe to lose 10 pounds. Remember that even a small amount of weight loss can lead to big health benefits. Estimate your calorie needs. Using USDA's online Adult Energy Needs and BMI Calculator (link is external), you can determine the number of calories needed each day to maintain your current weight. To lose about 1 pound per week, subtract 500 calories each day from the daily amount. To lose about 2 pounds per week, subtract 1000 calories daily. Score your current food intake and physical activity level using MyPlate SuperTracker.",7,78,X3CQB4,dieting,078_078_0_T,4.0
ROUND-07-029-E2KSH3,"PlayStation 2 A Legacy of Iconic Games, The PlayStation 2 (PS2) is the best-selling video game console ever, with over 155 million units sold worldwide. This landmark in gaming history boasts a vast and diverse library of games that have left a lasting impact on gamers. High-profile exclusives such as Grand Theft Auto, Final Fantasy, and Metal Gear Solid defined the console, while iconic series like God of War, Ratchet & Clank, Jak and Daxter, and Kingdom Hearts made their debut on the PS2. Known for its innovative gameplay and extensive game library, the PS2 remains a favorite among gaming enthusiasts. PS2 games are available from online retailers like Amazon and eBay, as well as stores like GameStop, ensuring the console's legacy continues.",7,29,E2KSH3,ps 2 games,029_029_0_T,3.0
ROUND-07-048-8CAL0Q,"Wilson antennas are frontrunners in the car antenna market. Wilson has been manufacturing antenna parts for radio communication for over fifty years. Wilson CB antennas feature silver-plated copper wire for increased power, and broadband antennas that allow easy tuning. Wilson offers CB antennas, antenna studs, CB antenna mounts, cables, and accessories to meet all needs. Wilson offers a wide range of products, from the affordable Wilson Little WIL CB antenna or the Wilson FLEX antenna that can bend up to 180 degrees for $30, to premium antennas like the Wilson 5000 TRUCKER CB antenna for $120, all can be purchased online or at automobile stores. The Wilson line of products, including its Trucker Series and FGT-Silver Load Series antennas, which have made them the most requested line of trucker antennas available. Browse through our collection of Wilson products and find the right antenna for you!",7,48,8CAL0Q,wilson antenna,048_048_0_T,3.0
ROUND-07-069-GZ4HPV,"Hello everyone, today I am going to teach you a step-by-step guide for sewing instructions. First, choosing a sewing pattern, if you're just starting out sewing it is probably best to choose designs that are relatively easy to sew, like a sweater. Secondly, choosing your sewing pattern size, the most important measurements to take for most patterns are bust, waist and hips and you will find a chart on the back of the pattern packet with these listed for each size. Next, the exciting part - which fabric will you use and how much do you need? sewing patterns will usually provide a list of suggested fabric types on the packet together with a guide for how much to buy based on your size. You can choose between cotton, silk, wool, polyester, and much more. Lastly prepare your sewing machine and the other necessary sewing materials in advance. Have fun sewing!",7,69,GZ4HPV,sewing instructions,069_069_0_T,3.0
